word,hanzii_pinyin,hanzii_meaning,hanzii_part_of_speech,hanzii_collocations_json,hanzii_examples_json,raw_text,status
A,,,,[],[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Trợ từ
Từ ghép
Hình ảnh
Độ phổ biến
Góp ý
Báo lỗi
a
à
ǎ
ā
á
yā
ya
ā
ā
yā
yōu
ā
á
ā
me
啊
[ a ][ ˙ㄚ ][ A ]
AI
0
Phát âm
Kết hợp từ
Video
Tin tức
Ngôn ngữ
Bộ:
KHẨU 口
Cấp độ:
HSK 2
TOCFL 2
Trợ từ
Đầy đủ
1. quá; thật (dùng ở cuối câu, tỏ ý ca ngợi)
用在句末表示赞叹【用在句末錶示贊嘆】
这朵花真美啊！【這朵花真美啊】
zhè duǒ huā zhēnměi a!
Bông hoa này đẹp quá!
Mở khóa
2. nhỉ; nhá; nhé; đấy; đi; thôi (dùng cuối câu, tỏ ý khẳng định, thúc giục, dặn dò)
用在句末表示肯定、催促、嘱咐等语气【用在句末錶示肯定、催促、囑咐等語氣】
你可要小心啊!
nǐ kě yào xiǎoxīn a!
Anh phải cẩn thận đấy!
Mở khóa
3. hả; vậy; chứ (dùng ở cuối câu, tỏ ý nghi vấn)
用在句末表示疑问的语气【用在句末錶示疑問的語氣】
你吃不吃啊 ?【你吃/喫不吃/喫啊】
nǐ chī bù chī a?
Bạn có ăn cơm không hả?
Mở khóa
4. đấy; đó; ấy mà (dùng giữa câu, ngừng một chút để người nghe chú ý đến lời nói tiếp theo)
用在句中稍作停顿，让人注意下面的话【用在句中稍作停頓，讓人註意下麵的話】
你啊, 老这样下去可不行！【你啊,老這樣下去可不行】
nǐ a, lǎo zhèyàng xiàqù kě bùxíng!
Bạn đấy, cứ như thế này mãi thì không ổn đâu!
Mở khóa
5. này; nào; nhé (dùng sau những vật được liệt kê)
用在列举的事项之后【用在列舉的事項之後】
书啊，杂志，摆满了一书架子。【書啊，雜誌，擺滿了一書架子。】
shū a，zázhì，bǎimǎn le yī shūjiàzi.
Nào là sách, nào là tạp chí, bày kín cả kệ.
Mở khóa
6. nha; nhá; ư (thể hiện sự thiếu kiên nhẫn; hoặc điều hiển nhiên)
表现出不耐烦；或显而易见的【錶現齣不耐煩；或顯而易見的】
我也没说你全错了啊。【我也沒説你全錯了啊。】
wǒ yě méi shuō nǐ quán cuò le a.
Tôi không nói bạn sai hoàn toàn nha.
Mở khóa
Từ ghép:
1.
啊呀A NHA
2.
天啊THIÊN A
3.
啊哟【啊喲】A YÊU
4.
啊唷A DỤC
Mở khóa
Bính âm:
a, ā, á, ǎ, à
Hình thái: ⿰,口,阿
Lục thư: hình thanh
Bộ: KHẨU 口
Số nét: 10
Nét bút: 丨フ一フ丨一丨フ一丨
Tập viết
Các từ gợi ý
阿Q
[A Q]
AQ (nhân vật chính trong tiểu thuyết AQ chính truyện của Lỗ Tấn, điển ...
维生素A【維生素】
[wéishēngsù A]
vi-ta-min A; sinh tố A
A片
[a piàn]
phim người lớn
Mở khóa
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",no_result
AA制,,,,[],[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Cụm từ
Hình ảnh
Độ phổ biến
Góp ý
Báo lỗi
AA制【製】
[ AA zhì ][ ˙ㄚ˙ㄚㄓˋ ][ CHẾ ]
AI
0
Phát âm
Kết hợp từ
Video
Tin tức
Cụm từ
Đầy đủ
chia đều; cưa đôi; mỗi người trả nửa
多个人一起吃饭或娱乐的时候,大家平均付钱或自己付自己的钱。【多個人一起吃/喫飯或娛樂的時候,大傢平均付錢或自己付自己的錢。】
我们出去吃饭一般都是AA制。【我們齣去吃/喫飯一般都是製。】
wǒmen chūqù chīfàn yībān dōu shì aa zhì.
Chúng tôi đi ăn thường là chia đều.
Mở khóa
制
製
Bính âm:
zhì
Hình thái: ⿰⿰,丿,未,⺉
Lục thư: hội ý
Bộ: ĐAO 刀
Số nét: 8
Nét bút: ノ一一丨フ丨丨丨
Tập viết
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",no_result
AB制,,,,[],[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Danh từ
Hình ảnh
Độ phổ biến
Góp ý
Báo lỗi
AB制【製】
[ ab zhì ][ ㄓˋ ][ CHẾ ]
AI
0
Phát âm
Kết hợp từ
Video
Tin tức
Danh từ
Đầy đủ
1. (rạp hát) một hệ thống trong đó hai diễn viên thay phiên nhau đóng vai chính; nếu một diễn viên vắng, diễn viên kia sẽ thay thế.
(theater) a system where two actors take turns in acting the main role, with one actor replacing the other if either is unavailable
Mở khóa
2. cách chia hóa đơn, trong đó người nam trả phần lớn số tiền
to split the bill (where the male counterpart foots the larger portion of the sum)
Mở khóa
制
製
Bính âm:
zhì
Hình thái: ⿰⿰,丿,未,⺉
Lục thư: hội ý
Bộ: ĐAO 刀
Số nét: 8
Nét bút: ノ一一丨フ丨丨丨
Tập viết
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",no_result
ACG,,,,[],[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Danh từ
Độ phổ biến
Góp ý
Báo lỗi
ACG
[ a c g ]
AI
0
Danh từ
Đầy đủ
Anime, Comic, and Games
动画（Anime）、漫画（Comic）、游戏（Game）的总称【動畫、漫畫、遊戲的總稱】
Mở khóa
Góp ý (1)
The acg is an informal grouping with currently 23 members该集团为非正式组织，目前有23名成员。
LinhNT
0
0
Xem thêm
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",no_result
A咖,,,,[],[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Danh từ
Hình ảnh
Độ phổ biến
Góp ý
Báo lỗi
A咖
[ a kā ][ ˙ㄚㄎㄚ ][ GIÀ ]
AI
0
Phát âm
Kết hợp từ
Video
Tin tức
Danh từ
Đầy đủ
1. hạng A
class ""A""
Mở khóa
2. ngôi sao hạng A
top grade
Mở khóa
Bính âm:
kā, gā
Hình thái: ⿰,口,加
Lục thư: hình thanh
Bộ: KHẨU 口
Số nét: 8
Nét bút: 丨フ一フノ丨フ一
Tập viết
Các từ gợi ý
咖位
[kā wèi]
Địa vị của minh tinh trong vòng giải trí; danh từ chỉ địa vị của một n ...
咖逼
[kā bī]
coffee; cà phê
咖哩
[gālí]
cà ri (từ mượn)
Mở khóa
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",no_result
A圈儿,,,,[],[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Danh từ
Lượng từ
Hình ảnh
Độ phổ biến
Góp ý
Báo lỗi
A圈儿【圈兒】
[ a quān er ][ ˙ㄚㄑㄩㄢ˙ㄦ ][ KHUYÊN NHI ]
AI
0
Phát âm
Kết hợp từ
Video
Tin tức
Danh từ
Đầy đủ
Kí hiệu @
可能是特定圈子的名称。【可能是特定圈子的名稱。】
Mở khóa
Lượng từ
个 [gè]
圈
儿
兒
Bính âm:
quān, juān, juàn
Hình thái: ⿴,囗,卷
Lục thư: hình thanh & hội ý
Bộ: VI 囗
Số nét: 11
Nét bút: 丨フ丶ノ一一ノ丶フフ一
Tập viết
Các từ gợi ý
圈儿【圈兒】
[quān er]
vòng tròn; quầng
转圈儿【轉圈兒】
[zhuànquān er]
xoay quanh; quay vòng; xoay tròn; quay quanh
风圈儿【風圈兒】
[fēng quān er]
quầng trắng; gió vòng
Mở khóa
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",no_result
A片,,,,[],[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Từ mượn, Danh từ
Hình ảnh
Độ phổ biến
Góp ý
Báo lỗi
A片
[ a piàn ][ ˙ㄚㄆㄧㄢˋ ][ PHIẾN ]
AI
0
Phát âm
Kết hợp từ
Video
Tin tức
Từ mượn, Danh từ
Đầy đủ
1. phim người lớn
adult movie
Mở khóa
2. phim khiêu dâm
pornography
Mở khóa
Bính âm:
piān, piàn
Lục thư: tượng hình
Bộ: PHIẾN 片
Số nét: 4
Nét bút: ノ丨一フ
Tập viết
Các từ gợi ý
片刻
[piànkè]
một lát; phút chốc; chốc lát; giây phút; khoảnh khắc; giây lát; khoảng ...
片假名
[piàn jiǎmíng]
katakana; bảng chữ cái katakana
纸片人【紙片人】
[zhǐ piàn rén]
nhân vật hoạt hình 2D hoặc trong trò chơi; giấy người; hình ảnh 2D
Mở khóa
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",no_result
A菜,,,,[],[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Danh từ
Hình ảnh
Độ phổ biến
Góp ý
Báo lỗi
A菜
[ a cài ][ ˙ㄚㄘㄞˋ ][ THÁI ]
AI
0
Phát âm
Kết hợp từ
Video
Tin tức
Danh từ
Đầy đủ
(Tw) rau diếp (từ tiếng Đài Loan)
(Tw) lettuce (from Taiwanese 萵仔菜, POJ pr. [e-á-tshài])【莴仔菜,】
我喜欢吃A菜。【我喜歡吃/喫菜。】
Wǒ xǐhuān chī A cài.
Tôi thích ăn rau diếp.
Mở khóa
Hình ảnh:
Độ phổ biến trên Hanzii:
#85112
Được tra cứu 8 lần
Góp ý (2)
A菜=萵苣 (rau xà lách)
Tuấn Huỳnh
0
0
今晚吃A菜吗？(Jīn wǎn chī A cài ma?) Tối nay ăn rau A không?
LinhNT
0
0
Xem thêm
Bính âm:
cài
Hình thái: ⿱,艹,采
Lục thư: hình thanh
Bộ: THẢO 艸
Số nét: 11
Nét bút: 一丨丨ノ丶丶ノ一丨ノ丶
Tập viết
Các từ gợi ý
菜椒
[cài jiāo]
ớt tây; Ớt chuông; ớt ngọt
菜枯
[cài kū]
khô cải dầu (làm phân)
菜油
[càiyóu]
dầu cải dầu; dầu hạt cải
Mở khóa
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",no_result
A货,,,,[],[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Danh từ
Lượng từ
Độ phổ biến
Góp ý
Báo lỗi
A货【貨】
[ a huò ][ ˙ㄚㄏㄨㄛˋ ][ HOÁ ]
AI
0
Phát âm
Kết hợp từ
Video
Tin tức
Danh từ
Đầy đủ
hàng giả có chất lượng tốt
good-quality fake
这双鞋是A货，看起来很真。【這雙鞋是貨，看起來很真。】
Zhè shuāng xié shì A huò, kàn qǐlái hěn zhēn.
Đôi giày này là hàng A, nhìn rất thật.
Mở khóa
Lượng từ
件, 种, 批, 箱, 等 [jiàn, zhǒng, pī, xiāng, děng]
货
貨
Bính âm:
huò
Hình thái: ⿱,化,贝
Lục thư: hình thanh & hội ý
Bộ: BỐI 貝
Số nét: 8
Nét bút: ノ丨ノフ丨フノ丶
Tập viết
Các từ gợi ý
货仓【貨倉】
[huò cāng]
kho để hàng hoá chuyên chở
货品【貨品】
[huòpǐn]
hàng; hàng hoá; mặt hàng; hoá phẩm
货【貨】
[huò]
hàng; hàng hoá
Mở khóa
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",no_result
B,,,,[],[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Hình ảnh
Góp ý
B
[ B ]
B
Đóng góp bản dịch
Thử Flash / AI
Lite
Hình ảnh:
Nguồn: Bing.com
Góp ý
Chưa có bình luận
Thêm ghi chú, bình luận cho từ và chia sẻ với mọi người
Các từ gợi ý
B超
[b chāo]
Siêu âm B
B型超声【型超聲】
[b xíng chāoshēng]
Siêu âm loại B
复方维生素b【復方維生素】
[fùfāng wéishēngsù b]
Thuốc vitamin b; Phức hợp vitamin B; Vitamin B tổng hợp
Mở khóa
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",no_result
字幕,zìmù,"phụ đề; chữ thuyết minh (trên màn ảnh, sân khấu)",Danh từ,"[{""text"": ""配字幕"", ""pinyin"": ""pèi zìmù"", ""meaning"": ""dịch vụ ghi phụ đề cho phim; sách; phụ đề; lồng ghép phụ đề""}, {""text"": ""片头字幕【片頭字幕】"", ""pinyin"": ""piàntóu zìmù"", ""meaning"": ""phụ đề giới thiệu phim""}]",[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Danh từ
Từ ghép
Lượng từ
Hình ảnh
Độ phổ biến
Góp ý
Báo lỗi
字幕
[ zìmù ][ ㄗˋㄇㄨˋ ][ TỰ MẠC ]
AI
0
Phát âm
Kết hợp từ
Video
Tin tức
Văn học và viết lách
Giải trí truyền thông
Cấp độ:
HSK 7-9
TOCFL 4
Danh từ
Đầy đủ
phụ đề; chữ thuyết minh (trên màn ảnh, sân khấu)
银幕或电视机的荧光屏上映出的文字【銀幕或電視機的熒光屏上映齣的文字】
请把电视的字幕打开。【請把電視的字幕打開。】
qǐng bǎ diànshì de zìmù dǎkāi.
Hãy bật phụ đề của tivi lên.
Mở khóa
Lượng từ
行, 条, 段 [háng, tiáo, duàn]
Từ ghép:
1.
配字幕PHỐI TỰ MẠC
2.
片头字幕【片頭字幕】PHIẾN ĐẦU TỰ MẠC
3.
字幕文字TỰ MẠC VĂN TỰ
4.
字幕设计【字幕設計】TỰ MẠC THIẾT KẾ
Mở khóa
字
幕
Bính âm:
zì
Hình thái: ⿱,宀,子
Lục thư: hình thanh & hội ý
Bộ: TỬ 子
Số nét: 6
Nét bút: 丶丶フフ丨一
Tập viết
Các từ gợi ý
配字幕
[pèi zìmù]
dịch vụ ghi phụ đề cho phim; sách; phụ đề; lồng ghép phụ đề
片头字幕【片頭字幕】
[piàntóu zìmù]
phụ đề giới thiệu phim
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",success
水果,shuǐguǒ,trái cây; hoa quả,Danh từ,"[{""text"": ""小水果"", ""pinyin"": ""xiǎo shuǐguǒ"", ""meaning"": ""loại quả nhỏ""}, {""text"": ""水果渣"", ""pinyin"": ""shuǐguǒ zhā"", ""meaning"": ""bã nho""}, {""text"": ""水果皮"", ""pinyin"": ""shuǐguǒ pí"", ""meaning"": ""vỏ trái cây""}]",[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Danh từ
Từ ghép
Từ cận nghĩa
Lượng từ
Hình ảnh
Độ phổ biến
Góp ý
Báo lỗi
水果
[ shuǐguǒ ][ ㄕㄨㄟˇㄍㄨㄛˇ ][ THỦY QUẢ ]
AI
0
Phát âm
Kết hợp từ
Video
Tin tức
Thực phẩm
Nông nghiệp
Cấp độ:
HSK 1
TOCFL 1
Danh từ
Đầy đủ
trái cây; hoa quả
可以吃的含水分较多的植物果实的统称，如梨、桃、苹果等【可以吃/喫的含水分較多的植物果實的統稱，如梨、桃、蘋果等】
我喜欢吃水果捞。【我喜歡吃/喫水果撈。】
Wǒ xǐhuan chī shuǐguǒ lāo.
Tôi thích ăn hoa quả dầm.
Mở khóa
Lượng từ
个, 袋, 斤, 公斤, 两 [gè, dài, jīn, gōngjīn, liǎng]
Từ ghép:
1.
水果店THỦY QUẢ ĐIẾM
2.
水果捞【水果撈】THỦY QUẢ LAO.LẠO
3.
水果刀THỦY QUẢ ĐAO
4.
水果茶THỦY QUẢ TRÀ
Mở khóa
Từ cận nghĩa:
1.
生果SINH.SANH QUẢ
水
果
Bính âm:
shuǐ
Hình thái: ⿲⿺,㇇,亅,乀,丿
Lục thư: tượng hình
Bộ: THUỶ 水
Số nét: 4
Nét bút: 丨フノ丶
Tập viết
Các từ gợi ý
小水果
[xiǎo shuǐguǒ]
loại quả nhỏ
水果渣
[shuǐguǒ zhā]
bã nho
水果皮
[shuǐguǒ pí]
vỏ trái cây
Mở khóa
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",success
医院,yīyuàn,bệnh viện; nhà thương,Danh từ,"[{""text"": ""军医院【軍醫院】"", ""pinyin"": ""jūn yīyuàn"", ""meaning"": ""bệnh viện quân đội""}, {""text"": ""总医院【總醫院】"", ""pinyin"": ""zǒng yīyuàn"", ""meaning"": ""Bệnh viện lớn, có nhiều chuyên khoa, cung cấp khám chữa bệnh toàn diện ...""}, {""text"": ""校医院【校醫院】"", ""pinyin"": ""xiào yīyuàn"", ""meaning"": ""phòng khám trường học; bệnh viện trường học""}]",[],"Hanzii
Trang chủ
Dịch
Thi thử
Học tập
Cộng đồng
Nâng cấp
Đăng nhập
Đăng ký
Từ vựng
Hán tự
Ví dụ
Ngữ pháp
Kết hợp từ
Trung Trung
Trung Anh
Từ vựng
Danh từ
Từ ghép
Từ cận nghĩa
Lượng từ
Hình ảnh
Độ phổ biến
Góp ý
Báo lỗi
医院【醫院】
[ yīyuàn ][ ㄧㄩㄢˋ ][ Y VIỆN ]
AI
0
Phát âm
Kết hợp từ
Video
Tin tức
Kiến trúc
Chăm sóc sức khỏe
Y tế
Vấn đề sức khỏe
Cấp độ:
HSK 1
TOCFL 1
Danh từ
Đầy đủ
bệnh viện; nhà thương
治疗和护理病人的机构，也兼做健康检查、疾病预防等工作【治療和護理病人的機構，也兼做健康檢查、疾病預防等工作】
医院的环境很整洁。【醫院的環境很整潔。】
yīyuàn de huánjìng hěn zhěngjié.
Môi trường bệnh viện rất sạch sẽ.
Mở khóa
Lượng từ
家, 所, 个, 座 [jiā, suǒ, gè, zuò]
Từ ghép:
1.
校医院【校醫院】HIỆU Y VIỆN
2.
中医院【中醫院】TRUNG Y VIỆN
3.
军医院【軍醫院】QUÂN Y VIỆN
4.
总医院【總醫院】TỔNG Y VIỆN
Mở khóa
Từ cận nghĩa:
1.
病院BỆNH VIỆN
2.
卫生院【衛生院】VỆ SINH.SANH VIỆN
3.
诊所【診所】CHẨN SỞ
医
院
醫
Bính âm:
yī
Hình thái: ⿷,匚,矢
Lục thư: hội ý
Bộ: HỄ 匸
Số nét: 7
Nét bút: 一ノ一一ノ丶フ
Tập viết
Các từ gợi ý
军医院【軍醫院】
[jūn yīyuàn]
bệnh viện quân đội
总医院【總醫院】
[zǒng yīyuàn]
Bệnh viện lớn, có nhiều chuyên khoa, cung cấp khám chữa bệnh toàn diện ...
校医院【校醫院】
[xiào yīyuàn]
phòng khám trường học; bệnh viện trường học
Mở khóa
Hanzii
Từ điển Trung Việt
Thông tin
Giới thiệu
Chính sách
Điều khoản
Trợ giúp
Chính sách giao dịch
Hướng dẫn mua hàng trực tuyến
Chính sách thanh toán
Chính sách kiểm hàng
Chính sách bảo mật thông tin cá nhân
Chính sách vận chuyển, giao nhận
Quy trình tiếp nhận và khiếu nại
Chính sách đổi trả, hoàn tiền
Liên hệ
(+84) 976 696 764
support@hanzii.net
Ứng dụng khác
Tải ngay
© 2026 Hanzii Dictionary - All Rights Reserved",success
